ID;Title;Family;Group;Type;Entity;IsCluster
362;Cd4 immunoadhesins;Nature;Bodies;Molecule;Amino acids(peptides);False
363;Staphylococcal toxoid;Technology;Manufactured chemicals;Molecule;Complex mixtures;False
364;Spastic paraplegia(hereditary);Nature;Phenomena;Biological phenomenon;Congenital(hereditary);False
365;Electromyography;Technology;Know-how;Process;Diagnosis;False
366;Xipamide;Nature;Bodies;Molecule;Organic chemicals;False
367;Nav1.2 voltage-gated sodium channel;Nature;Bodies;Molecule;Amino acids(peptides);False
368;Electrokymography;Technology;Know-how;Process;Diagnosis;False
369;Fluorescent antibody technique(indirect);Technology;Know-how;Process;Diagnosis;False
370;Proanthocyanidins;Nature;Bodies;Molecule;Heterocyclic compounds;False
371;Peptic ulcer;Nature;Phenomena;Biological phenomenon;Digestive system diseases;False
372;Chemokine ccl11;Technology;Manufactured chemicals;Molecule;Biological factors;False
373;Sadism;Nature;Phenomena;Psychological phenomenon;Mental disorders;False
374;Quartz;Nature;Bodies;Molecule;Inorganic chemicals;False
375;Candida;Nature;Bodies;Organism;Eukaryota;False
376;Salmonella paratyphi b;Nature;Bodies;Organism;Bacteria;False
377;Salmonella paratyphi c;Nature;Bodies;Organism;Bacteria;False
378;Nocardiaceae;Nature;Bodies;Organism;Bacteria;False
379;Pseudorabies;Nature;Phenomena;Biological phenomenon;Nervous system diseases;False
380;Microtrauma(physical);Nature;Phenomena;Biological phenomenon;Wounds and injuries;False
381;L cells (cell line);Nature;Bodies;Life component;Cells;False
382;Nialamide;Nature;Bodies;Molecule;Heterocyclic compounds;False
383;Phleomycins;Nature;Bodies;Molecule;Carbohydrates;False
384;Cannabaceae;Nature;Bodies;Organism;Eukaryota;False
385;Hypertriglyceridemia;Nature;Phenomena;Biological phenomenon;Nutritional and metabolic diseases;False
386;Extreme heat;Nature;Phenomena;Biological phenomenon;Biological phenomena;False
387;Melanoma(experimental);Nature;Phenomena;Biological phenomenon;Neoplasms;False
388;Portacaval shunt(surgical);Technology;Know-how;Procedure;Surgical procedures(operative);False
389;Lateral ligament(ankle);Nature;Bodies;Life component;Tissues;False
390;Shiga toxin 2;Technology;Manufactured chemicals;Molecule;Biological factors;False
391;Endosperm;Nature;Bodies;Life component;Plant structures;False
392;Polycarboxylate cement;Technology;Manufactured chemicals;Molecule;Biomedical and dental materials;False
393;Hla-dq antigens;Nature;Bodies;Molecule;Amino acids(peptides);False
394;Intercellular adhesion molecule-3;Nature;Bodies;Molecule;Amino acids(peptides);False
395;Cytochrome p-450 cyp11b2;Nature;Bodies;Molecule;Enzymes and coenzymes;False
396;Fecal microbiota transplantation;Technology;Know-how;Treatment;Therapeutics;False
397;Pulmonary surfactant-associated protein d;Nature;Bodies;Molecule;Amino acids(peptides);False
398;Chloroquinolinols;Nature;Bodies;Molecule;Heterocyclic compounds;False
399;Aspartic acid;Nature;Bodies;Molecule;Amino acids(peptides);False
400;Procaine;Nature;Bodies;Molecule;Organic chemicals;False
401;Uroporphyrins;Technology;Manufactured chemicals;Molecule;Biological factors;False
402;Map kinase kinase 2;Nature;Bodies;Molecule;Enzymes and coenzymes;False
403;Jejunoileal bypass;Technology;Know-how;Treatment;Therapeutics;False
404;Dna gyrase;Nature;Bodies;Molecule;Amino acids(peptides);False
405;Muscarinic antagonists;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
406;Memory consolidation;Nature;Phenomena;;;False
407;Image cytometry;Technology;Know-how;Technique;Investigative techniques;False
408;Fractures(compression);Nature;Phenomena;Biological phenomenon;Wounds and injuries;False
409;Carotenoids;Nature;Bodies;Molecule;Organic chemicals;False
410;La crosse virus;Nature;Bodies;Organism;Viruses;False
411;Supranuclear palsy(progressive);Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
412;Steroid 16-alpha-hydroxylase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
413;Steroid 12-alpha-hydroxylase;Nature;Bodies;Molecule;Enzymes and coenzymes;False
414;Cord blood stem cell transplantation;Technology;Know-how;Treatment;Therapeutics;False
415;Speech disorders;Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
416;Sperm immobilizing agents;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
417;Spouses;Nature;Phenomena;Psychological phenomenon;Behavior and behavior mechanisms;False
418;Intestinal absorption;Nature;Phenomena;Biological phenomenon;Physiological phenomena;False
419;Dextromethorphan;Nature;Bodies;Molecule;Heterocyclic compounds;False
420;Rats(inbred f344);Nature;Bodies;Organism;Eukaryota;False
421;Growth differentiation factor 2;Nature;Bodies;Molecule;Amino acids(peptides);False
422;Bone marrow neoplasms;Nature;Phenomena;Biological phenomenon;Hemic and lymphatic diseases;False
423;Reticular formation;Nature;Bodies;Life component;Nervous system;False
424;Excitatory amino acids;Nature;Bodies;Molecule;Amino acids(peptides);False
425;Colestipol;Technology;Manufactured chemicals;Molecule;Biomedical and dental materials;False
426;Time;Nature;Phenomena;;;False
427;Beclin-1;Nature;Bodies;Molecule;Amino acids(peptides);False
428;Spatial analysis;Technology;Know-how;Technique;Investigative techniques;False
429;Hyperaldosteronism;Nature;Phenomena;Biological phenomenon;Endocrine system diseases;False
430;E2f6 transcription factor;Nature;Bodies;Molecule;Amino acids(peptides);False
431;Chromosomes(human);Nature;Bodies;Life component;Cells;False
432;Health policy;Science;Disciplines;;;False
433;Larynx(artificial);Technology;Manufactured objects;;;False
434;Cytodiagnosis;Technology;Know-how;Process;Diagnosis;False
435;Anti-n-methyl-d-aspartate receptor encephalitis;Nature;Phenomena;Biological phenomenon;Neoplasms;False
436;Voice;Nature;Phenomena;Biological phenomenon;Circulatory and respiratory physiological phenomena;False
437;Short rib-polydactyly syndrome;Nature;Phenomena;Biological phenomenon;Musculoskeletal diseases;False
438;Chemokine cx3cl1;Nature;Bodies;Molecule;Amino acids(peptides);False
439;Water sports;Nature;Phenomena;;;False
440;Mandibulofacial dysostosis;Nature;Phenomena;Biological phenomenon;Musculoskeletal diseases;False
441;Epinephrine;Nature;Bodies;Molecule;Organic chemicals;False
442;Walking;Nature;Phenomena;;;False
443;Radioimmunotherapy;Technology;Know-how;Treatment;Therapeutics;False
444;Wine;Nature;Phenomena;Biological phenomenon;Physiological phenomena;False
445;Mikania;Nature;Bodies;Organism;Eukaryota;False
446;Sparganum;Nature;Bodies;Organism;Eukaryota;False
447;Hippocampus;Nature;Bodies;Life component;Nervous system;False
448;Sitagliptin phosphate(metformin hydrochloride drug combination);Nature;Bodies;Molecule;Heterocyclic compounds;False
449;Wearable electronic devices;Technology;Manufactured objects;;;False
450;Estrenes;Nature;Bodies;Molecule;Polycyclic compounds;False
451;Epidermolysis bullosa simplex;Nature;Phenomena;Biological phenomenon;Congenital(hereditary);False
452;Zinc finger protein gli1;Nature;Bodies;Molecule;Amino acids(peptides);False
453;Gluconeogenesis;Nature;Phenomena;;;False
454;Oocyte retrieval;Technology;Know-how;Procedure;Surgical procedures(operative);False
455;Purinergic p1 receptor agonists;Technology;Manufactured chemicals;Molecule;Chemical actions and uses;False
456;Laurencia;Nature;Bodies;Organism;Eukaryota;False
457;Cholesterol;Nature;Bodies;Molecule;Polycyclic compounds;False
458;Prasugrel hydrochloride;Nature;Bodies;Molecule;Heterocyclic compounds;False
459;Heart auscultation;Technology;Know-how;Process;Diagnosis;False
460;Plasma kallikrein;Nature;Bodies;Molecule;Enzymes and coenzymes;False
461;Neuronal apoptosis-inhibitory protein;Nature;Bodies;Molecule;Amino acids(peptides);False
462;Neoplasms by histologic type;Nature;Phenomena;Biological phenomenon;Neoplasms;False
463;Vitallium;Technology;Manufactured chemicals;Molecule;Biomedical and dental materials;False
464;Leucine-responsive regulatory protein;Nature;Bodies;Molecule;Amino acids(peptides);False
465;Skinfold thickness;Technology;Know-how;Technique;Investigative techniques;False
466;Group i chaperonins;Nature;Bodies;Molecule;Amino acids(peptides);False
467;Blood transfusion(intrauterine);Technology;Know-how;Treatment;Therapeutics;False
468;Trisomy 13 syndrome;Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
469;Pericardial effusion;Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
470;Trisomy 18 syndrome;Nature;Phenomena;Biological phenomenon;Cardiovascular diseases;False
471;Aclarubicin;Nature;Bodies;Molecule;Polycyclic compounds;False
472;Pregnanes;Nature;Bodies;Molecule;Polycyclic compounds;False
473;Cercopithecinae;Nature;Bodies;Organism;Eukaryota;False
474;Plant weeds;Nature;Bodies;Organism;Eukaryota;False
475;Odontogenic tumors;Nature;Phenomena;Biological phenomenon;Neoplasms;False
476;Autonomic pathways;Nature;Bodies;Life component;Nervous system;False
477;Allylamine;Nature;Bodies;Molecule;Organic chemicals;False
478;Pyrimidine dimers;Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
479;Methylobacterium extorquens;Nature;Bodies;Organism;Bacteria;False
480;Receptors(biogenic amine);Nature;Bodies;Molecule;Amino acids(peptides);False
481;Ventriculography(first-pass);Technology;Know-how;Process;Diagnosis;False
482;Staphylococcus hyicus;Nature;Bodies;Organism;Bacteria;False
483;Arthritis(gouty);Nature;Phenomena;Biological phenomenon;Musculoskeletal diseases;False
484;Poland syndrome;Nature;Phenomena;Biological phenomenon;Congenital(hereditary);False
485;Sympatry;Nature;Phenomena;Biological phenomenon;Genetic phenomena;False
486;Echocardiography(doppler);Technology;Know-how;Process;Diagnosis;False
487;Echocardiography(doppler);Technology;Know-how;Process;Diagnosis;False
488;Pituitary gland(posterior);Nature;Bodies;Life component;Endocrine system;False
489;Hepatitis b virus;Nature;Bodies;Organism;Viruses;False
490;Virulence;Nature;Phenomena;Biological phenomenon;Microbiological phenomena;False
491;Angiopoietin-like proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
492;Mite infestations;Nature;Phenomena;Biological phenomenon;Parasitic diseases;False
493;Stria vascularis;Nature;Bodies;Life component;Sense organs;False
494;Propanolamines;Nature;Bodies;Molecule;Organic chemicals;False
495;Researcher-subject relations;Nature;Phenomena;Psychological phenomenon;Behavior and behavior mechanisms;False
496;Genotyping techniques;Technology;Know-how;Technique;Investigative techniques;False
497;Vagotomy(proximal gastric);Technology;Know-how;Procedure;Surgical procedures(operative);False
498;Arterioles;Nature;Bodies;Life component;Cardiovascular system;False
499;Androstane-3(17-diol);Nature;Bodies;Molecule;Hormones(hormone substitutes);False
500;Craniopharyngioma;Nature;Phenomena;Biological phenomenon;Neoplasms;False
501;Cyclic gmp-dependent protein kinases;Nature;Bodies;Molecule;Enzymes and coenzymes;False
502;Myelitis(transverse);Nature;Phenomena;Biological phenomenon;Neoplasms;False
503;Polyomaviridae;Nature;Bodies;Organism;Viruses;False
504;Chromobacterium;Nature;Bodies;Organism;Bacteria;False
505;Phase transition;Nature;Phenomena;;;False
506;Mucolipidoses;Nature;Phenomena;Biological phenomenon;Nutritional and metabolic diseases;False
507;Breathing exercises;Technology;Know-how;Treatment;Therapeutics;False
508;Pituitary irradiation;Technology;Know-how;Treatment;Therapeutics;False
509;Perciformes;Nature;Bodies;Organism;Eukaryota;False
510;Cd24 antigen;Technology;Manufactured chemicals;Molecule;Biological factors;False
511;Bifidobacterium;Nature;Bodies;Organism;Bacteria;False
512;Elav-like protein 3;Nature;Bodies;Molecule;Amino acids(peptides);False
513;Bifidobacterium bifidum;Nature;Bodies;Organism;Bacteria;False
514;Bunolol;Nature;Bodies;Molecule;Polycyclic compounds;False
515;Epidermolysis bullosa(junctional);Nature;Phenomena;Biological phenomenon;Congenital(hereditary);False
516;Receptors(neuropeptide);Nature;Bodies;Molecule;Amino acids(peptides);False
517;Salpingectomy;Technology;Know-how;Procedure;Surgical procedures(operative);False
518;Myxoma virus;Nature;Bodies;Organism;Viruses;False
519;Trisomy;Nature;Phenomena;Biological phenomenon;Genetic phenomena;False
520;Non-fibrillar collagens;Nature;Bodies;Molecule;Amino acids(peptides);False
521;Anion exchange protein 1(erythrocyte);Nature;Bodies;Molecule;Amino acids(peptides);False
522;Carbonic anhydrase ii;Nature;Bodies;Molecule;Enzymes and coenzymes;False
523;Community integration;Science;Disciplines;;;False
524;Bone morphogenetic proteins;Technology;Manufactured chemicals;Molecule;Biological factors;False
525;Factor xi;Nature;Bodies;Molecule;Amino acids(peptides);False
526;Leukotriene e4;Nature;Bodies;Molecule;Lipids;False
527;Thinness;Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
528;Nuphar;Nature;Bodies;Organism;Eukaryota;False
529;Athletic performance;Nature;Phenomena;;;False
530;Liver glycogen;Nature;Bodies;Molecule;Carbohydrates;False
531;Gastrointestinal hormones;Nature;Bodies;Molecule;Hormones(hormone substitutes);False
532;Sporangia;Nature;Bodies;Life component;Fungal structures;False
533;Balanced anesthesia;Technology;Know-how;Treatment;Anesthesia and analgesia;False
534;Ticrynafen;Nature;Bodies;Molecule;Organic chemicals;False
535;Atp-binding cassette sub-family b member 2;Nature;Bodies;Molecule;Amino acids(peptides);False
536;Rna(transfer);Nature;Bodies;Molecule;Nucleic acids(nucleotides);False
537;Counseling;Nature;Phenomena;;;False
538;Glomus tympanicum;Nature;Bodies;Life component;Nervous system;False
539;Jejunal neoplasms;Nature;Phenomena;Biological phenomenon;Digestive system diseases;False
540;Whale(killer);Nature;Bodies;Organism;Eukaryota;False
541;Atrophy;Nature;Phenomena;Biological phenomenon;Pathological conditions(signs and symptoms);False
542;Rotenone;Nature;Bodies;Molecule;Heterocyclic compounds;False
543;Krypton radioisotopes;Nature;Bodies;Molecule;Inorganic chemicals;False
544;Peroxisomal multifunctional protein-2;Nature;Bodies;Molecule;Enzymes and coenzymes;False
545;Receptors(vasoactive intestinal polypeptide);Nature;Bodies;Molecule;Amino acids(peptides);False
546;Sumoylation;Nature;Phenomena;Biological phenomenon;Genetic phenomena;False
547;Parmeliaceae;Nature;Bodies;Organism;Eukaryota;False
548;22q11 deletion syndrome;Nature;Phenomena;Biological phenomenon;Congenital(hereditary);False
549;Gold;Nature;Bodies;Molecule;Inorganic chemicals;False
550;Glycosphingolipids;Nature;Bodies;Molecule;Carbohydrates;False
551;Dopamine plasma membrane transport proteins;Nature;Bodies;Molecule;Amino acids(peptides);False
552;Lasers(excimer);Technology;Manufactured objects;;;False
553;Glucagon-secreting cells;Nature;Bodies;Life component;Endocrine system;False
554;Pachyonychia congenita;Nature;Phenomena;Biological phenomenon;Skin and connective tissue diseases;False
555;Silver staining;Technology;Know-how;Process;Diagnosis;False
556;Adaptor protein complex 3;Nature;Bodies;Molecule;Amino acids(peptides);False
557;Perceptual defense;Nature;Phenomena;Psychological phenomenon;Behavior and behavior mechanisms;False
